Query	Reference	Cosine_sim
Signature.B	SBS50	0.411862103957666
Signature.B	SBS51	0.406604562033881
Signature.B	SBS52	0.178926117727296
Signature.B	SBS53	0.260995274113843
Signature.B	SBS54	0.322157804466983
Signature.B	SBS55	0.294801637178625
Signature.B	SBS56	0.199250236183677
Signature.B	SBS57	0.433397182697746
Signature.B	SBS58	0.402140860911263
Signature.B	SBS59	0.178431792162961
Signature.B	SBS60	0.138837671852007
Signature.B	SBS84	0.36588539096693
Signature.B	SBS85	0.428746582364305
Signature.B	SBS86	0.419485452003413
Signature.B	SBS87	0.35446985529241
Signature.B	SBS88	0.363174970553135
Signature.B	SBS89	0.691973495238415
Signature.B	SBS90	0.204599752814203
Signature.B	SBS91	0.183629254526005
Signature.B	SBS92	0.587312972568453
Signature.B	SBS93	0.626812334237373
Signature.B	SBS94	0.605846103790688
Signature.B	SBS95	0.516421762354345
Signature.B	SBS96	0.680839412788579
Signature.B	SBS97	0.263108140137339
Signature.B	SBS98	0.467333993800562
Signature.B	SBS99	0.473988758552218
