Query	Reference	Cosine_sim
Signature.B	SBS26	0.266887290454242
Signature.B	SBS28	0.243083876721333
Signature.B	SBS30	0.715866820839396
Signature.B	SBS31	0.511978119061983
Signature.B	SBS32	0.450184745798001
Signature.B	SBS33	0.161112289556146
Signature.B	SBS35	0.494377699533244
Signature.B	SBS38	0.21785144820116
Signature.B	SBS44	0.33603923693778
Signature.B	SBS52	0.14440963158902
Signature.B	SBS53	0.419314986466363
Signature.B	SBS57	0.373280668284814
Signature.B	SBS84	0.432773149233869
Signature.B	SBS87	0.177112012453732
Signature.B	SBS88	0.262881790401979
Signature.B	SBS90	0.206315275272378
Signature.B	SBS92	0.428704761181654
Signature.B	SBS93	0.279020120637966
Signature.B	SBS94	0.276119225144652
Signature.B	SBS95	0.238033764835478
Signature.B	SBS96	0.143334886977274
Signature.B	SBS97	0.210136269322051
Signature.B	SBS98	0.406845064624372
Signature.B	SBS99	0.572375578910508
Signature.B	SBS100	0.887153450908413
Signature.B	SBS101	0.660498824165339
Signature.B	SBS102	0.609290935807018
Signature.B	SBS103	0.37704580328969
Signature.B	SBS104	0.274371936244022
Signature.B	SBS105	0.147750994133353
Signature.B	SBS106	0.404002411902564
Signature.B	SBS107	0.445519123290863
Signature.B	SBS108	0.190117572077638
Signature.B	SBS109	0.183931923202039
Signature.B	SBS110	0.504913290359991
Signature.B	SBS111	0.405069928294991
Signature.B	SBS112	0.30166245298312
Signature.B	SBS113	0.266524960914572
Signature.B	SBS114	0.379172277913792
Signature.B	SBS115	0.114055264600443
Signature.B	SBS116	0.221930880512842
Signature.B	SBS117	0.251838262568521
Signature.B	SBS118	0.425613846724918
Signature.B	SBS119	0.237359610720976
Signature.B	SBS120	0.347843775133785
Signature.B	SBS121	0.216887570574948
Signature.B	SBS122	0.299079830652632
Signature.B	SBS123	0.241362482826423
Signature.B	SBS124	0.414518182953502
Signature.B	SBS125	0.495091185424331
Signature.B	SBS126	0.504207336830011
Signature.B	SBS127	0.506484195352543
Signature.B	SBS128	0.301086363016597
Signature.B	SBS129	0.425185708299975
Signature.B	SBS130	0.669992438021318
Signature.B	SBS131	0.356542372457945
Signature.B	SBS132	0.545362897128262
Signature.B	SBS133	0.11742144568084
Signature.B	SBS134	0.208807932089823
Signature.B	SBS135	0.346910722684703
