	ACA>AAA	ACC>AAC	ACG>AAG	ACT>AAT	CCA>CAA	CCC>CAC	CCG>CAG	CCT>CAT	GCA>GAA	GCC>GAC	GCG>GAG	GCT>GAT	TCA>TAA	TCC>TAC	TCG>TAG	TCT>TAT	ACA>AGA	ACC>AGC	ACG>AGG	ACT>AGT	CCA>CGA	CCC>CGC	CCG>CGG	CCT>CGT	GCA>GGA	GCC>GGC	GCG>GGG	GCT>GGT	TCA>TGA	TCC>TGC	TCG>TGG	TCT>TGT	ACA>ATA	ACC>ATC	ACG>ATG	ACT>ATT	CCA>CTA	CCC>CTC	CCG>CTG	CCT>CTT	GCA>GTA	GCC>GTC	GCG>GTG	GCT>GTT	TCA>TTA	TCC>TTC	TCG>TTG	TCT>TTT	ATA>AAA	ATC>AAC	ATG>AAG	ATT>AAT	CTA>CAA	CTC>CAC	CTG>CAG	CTT>CAT	GTA>GAA	GTC>GAC	GTG>GAG	GTT>GAT	TTA>TAA	TTC>TAC	TTG>TAG	TTT>TAT	ATA>ACA	ATC>ACC	ATG>ACG	ATT>ACT	CTA>CCA	CTC>CCC	CTG>CCG	CTT>CCT	GTA>GCA	GTC>GCC	GTG>GCG	GTT>GCT	TTA>TCA	TTC>TCC	TTG>TCG	TTT>TCT	ATA>AGA	ATC>AGC	ATG>AGG	ATT>AGT	CTA>CGA	CTC>CGC	CTG>CGG	CTT>CGT	GTA>GGA	GTC>GGC	GTG>GGG	GTT>GGT	TTA>TGA	TTC>TGC	TTG>TGG	TTT>TGT
Signature A	0.0137044892757313	0.00975181049466075	0.00587669304529629	0.00781797016903546	0.00786944683090142	0.0118084152826007	0.00786753997587735	0.00780895327581932	0.00964405951118519	0.00973912111045591	0.0077816118679895	0.00975716971929018	0.0116031321424056	0.00788266409909576	0.0116482625413656	0.00787208800324107	0.00593978744649463	0.00589203105262044	0.00588639357290351	0.00584191218665773	0.00977446942289536	0.0118386705581734	0.00779113661321064	0.00592379520485451	0.00585292156036598	0.00585694784201376	0.00586481082873503	0.00767657319780196	0.00585421861110826	0.00987610506847531	0.00782471548527685	0.0137472808075954	0.00935984483951808	0.0058620449650603	0.0252835609681715	0.0117205509324751	0.0147919473609298	0.00983120780878107	0.0167744621099713	0.00775705854372973	0.00980863979096239	0.0153550542090582	0.0199948215069128	0.0117396617552449	0.00586952291061057	0.0116151675437096	0.0208706498493477	0.00974458414341503	0.00588399869271889	0.00583173530568975	0.011846115536062	0.00582184427744615	0.0078302220236599	0.00587449350025775	0.00976329061768137	0.0178249835736653	0.00581152192895485	0.00581290798326297	0.00772193896030234	0.00976843143354274	0.0116196826567222	0.00592502078953481	0.00988802738878059	0.00585931152702997	0.0176097724587956	0.0115863525763139	0.0535079763221411	0.00582594077765616	0.00585966050780882	0.00789539863631655	0.0166604116853168	0.00977940171835973	0.0171182572425941	0.00786643772397407	0.0131972041592586	0.00981700279843633	0.00983264644314157	0.0150585149974604	0.020662014805281	0.0184292246121802	0.00590300014102557	0.00786457383952888	0.0097165161204088	0.00589951100565037	0.00789179189896022	0.0058254467799568	0.0129470915469059	0.00984215813974998	0.0079010808547997	0.00589031808463916	0.0137613086939979	0.0118819050957091	0.00583495906095368	0.0153166712165205	0.0115959395787256	0.0118840082400894
Signature B	0.0133717963342043	0.00982695645897984	0.00578168601917744	0.00777766109731383	0.00776801256019572	0.011523692555272	0.0078320804990635	0.00786890028765195	0.00974196407699376	0.00969299107687838	0.00778620358482898	0.00970503799068695	0.0116815149033411	0.00781695531491215	0.0117403755297412	0.00768693793667295	0.00579710249074733	0.00582707165370984	0.00579587827269439	0.00582377520221405	0.00979665011572411	0.0117180200260734	0.00777064997050838	0.00578550442242095	0.00580961853801231	0.00587073043701896	0.00582219722584441	0.00777910854129152	0.00581474569187959	0.00970918164062817	0.00782941287641603	0.0137414079339089	0.00950649553923555	0.00585755796101408	0.0260691433012161	0.0115539144683211	0.0151919066074019	0.00972344387103522	0.017077187300065	0.00774598873062568	0.00972384681306014	0.015504259037219	0.0205600451294035	0.0115090697106287	0.005923628782266	0.0115087869280059	0.0207702207814182	0.00971296519272228	0.00579537461868284	0.00580811056612332	0.0116942036948138	0.00583570676143838	0.00779336269551327	0.00580023934634894	0.00967236528692971	0.0176951594168498	0.00585592170343662	0.00581082335664253	0.00775490917519826	0.00971279146870225	0.0115637950285887	0.00579201193829955	0.00962860290544153	0.00583762004031319	0.0176391774679713	0.0116435273238731	0.0544903062858356	0.00587996848256152	0.00584122679986854	0.00775414517831541	0.0168983372705254	0.00977087773526973	0.0169594726604597	0.0078541333755002	0.0132327105976221	0.0096866835556913	0.00960337770431714	0.015324629943344	0.0212611612278093	0.0188350451971233	0.00578601339281208	0.00775887129298705	0.00976005791356578	0.00583476623893896	0.00781413049760745	0.00578581071318917	0.0130968750291532	0.00968653992080403	0.0077578151393257	0.00582562032320432	0.0134936211187586	0.011763974023129	0.0057670322069845	0.0156260914500738	0.0114960885991973	0.0117886319122138
Signature C	0.0134986932278336	0.00988121156982133	0.00579808218518977	0.00793339238563403	0.00781877623037584	0.011884787572291	0.00782459616845722	0.00787669454033678	0.00971701886285805	0.00992836099359721	0.00778456939182821	0.00984925116138291	0.0115905755612478	0.00783818511054966	0.0116887866753376	0.00782209876119962	0.00585237002985547	0.00581914200332581	0.00584928675366552	0.00583265792700784	0.0096761490826909	0.0117797528260907	0.00784314769252682	0.0058434779290961	0.00583995644620019	0.00582313629358081	0.005880356093747	0.0077726792698053	0.00575899445297555	0.0097975684550155	0.00778796486914081	0.01377063506072	0.0094215068385281	0.00587502438670792	0.0253719699883888	0.0115287634319478	0.0150215277169255	0.0097014300376054	0.0167029379066626	0.00780387019360334	0.009866839161322	0.0153863763166212	0.0204180218031751	0.0117335372600923	0.00586541860992464	0.0119687180385123	0.0207921510275534	0.00986764693142221	0.00590082004140035	0.0058445762174623	0.0115910926562448	0.00587249506343465	0.00771755074778106	0.00579856624710184	0.00968941690319771	0.0173242556456358	0.00576984608818893	0.00590449768435147	0.00783368874118483	0.00976073317333648	0.0115973890685402	0.00579179307262871	0.00976662944433619	0.00576529298692177	0.0177654421020647	0.0117597237289401	0.0545347822150693	0.00582349155354459	0.00587802411778677	0.00780890175171304	0.0167346751365313	0.00971288311527877	0.0168800251406466	0.0077357659900758	0.0130537242541572	0.00966090327074698	0.00956196643870012	0.0147571915313263	0.0212667445857606	0.0184704492968669	0.00582289135904209	0.00778442954942739	0.00965281132804547	0.00589723491212952	0.00770038461732119	0.00591325721928001	0.0131628260019072	0.00987307536495425	0.00782559205449739	0.00593603221769278	0.0136748614605191	0.011954078897312	0.00588193793895867	0.0154646455716473	0.0114815805122543	0.0116529277516774
