Query	Reference	Cosine_sim
Signature.C	SBS57	0.358987501966841
Signature.C	SBS58	0.609481135035556
Signature.C	SBS59	0.0467841235198984
Signature.C	SBS60	0.0625122221346706
Signature.C	SBS84	0.349600129557968
Signature.C	SBS85	0.324718584342528
Signature.C	SBS86	0.184634407043272
Signature.C	SBS87	0.217071241522682
Signature.C	SBS88	0.176925782121507
Signature.C	SBS89	0.359459832074417
Signature.C	SBS90	0.11972753460418
Signature.C	SBS91	0.116133940928645
Signature.C	SBS92	0.51129551753977
Signature.C	SBS93	0.325751258971089
Signature.C	SBS94	0.410666799427362
Signature.C	SBS95	0.266594362931266
Signature.C	SBS96	0.304656560351252
Signature.C	SBS97	0.442256168164792
Signature.C	SBS98	0.155004640110931
Signature.C	SBS99	0.258460482592123
Signature.D	SBS1	0.254543107813364
Signature.D	SBS2	0.12901592976654
Signature.D	SBS3	0.832034793347303
Signature.D	SBS4	0.473021458773516
Signature.D	SBS5	0.789899276696047
Signature.D	SBS6	0.326166776398652
Signature.D	SBS7a	0.205841413227378
Signature.D	SBS7b	0.260343121640146
Signature.D	SBS7c	0.265229340940766
Signature.D	SBS7d	0.346435196437517
Signature.D	SBS8	0.516957140971613
Signature.D	SBS9	0.604170055796163
Signature.D	SBS10a	0.107092347606629
Signature.D	SBS10b	0.172018207941859
Signature.D	SBS10c	0.38010848590018
Signature.D	SBS10d	0.164130737955912
Signature.D	SBS11	0.245406427927788
Signature.D	SBS12	0.552834326474842
Signature.D	SBS13	0.17785018403765
Signature.D	SBS14	0.265409738394135
Signature.D	SBS15	0.279715632681181
Signature.D	SBS16	0.388168354931398
Signature.D	SBS17a	0.270182274752407
Signature.D	SBS17b	0.186633173518078
Signature.D	SBS18	0.393279006338358
Signature.D	SBS19	0.254712783290455
Signature.D	SBS20	0.318999290511229
Signature.D	SBS21	0.399315403910363
Signature.D	SBS22a	0.298158308583536
Signature.D	SBS22b	0.367279615255165
Signature.D	SBS23	0.257538560447764
